"ID_STORE","ID_CALMONTH","COST_CATEGORY","COMMENT","VALUE"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Mid-Up","270"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Low","270"
"3","31.05.2024","Commission","Commission for Peter Meier, 3 %  ","2957"
"3","31.05.2024","Commission","Commission for Marcus Friedrich, 3 %  ","3074"
"3","31.05.2024","Commission","Commission for Sabine Meyer, 3 %  ","5529"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Premium","45"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for E-Bikes / Mid-Up","90"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Premium","135"
"3","31.05.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"3","31.05.2024","Marketing Campaign","Marketing Campaign [52]: Sport Shirt Sponsoring","5000"
"3","31.05.2024","Marketing Campaign","Marketing Campaign [29]: City Industry Exibition Booth 30 m2","13000"
"3","31.05.2024","Commission","Commission for Arnim Schmidt, 3 %  ","1315"
"3","31.05.2024","Commission","Commission for Florian Hahn, 3 %  ","1582"
"3","31.05.2024","Commission","Commission for Markus Beck, 3 %  ","2635"
"3","31.05.2024","Monthly Rent","Rent for Store","13000"
"3","31.05.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","31.05.2024","Marketing Campaign","Marketing Campaign [35]: Guided Bike Tour","1500"
"3","31.05.2024","Marketing Campaign","Marketing Campaign [45]: Free Bike Check","1500"
"3","31.05.2024","Marketing Campaign","Marketing Campaign [11]: Buy positive reviews","2500"
"3","31.05.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"3","31.05.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"3","31.05.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","31.05.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","31.05.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","31.05.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","31.05.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","31.05.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","31.05.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","31.05.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","31.05.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","31.05.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","31.05.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","31.05.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Up","90"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Mid-Low","180"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Mid-Up","180"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Low","225"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Kid Bikes / Budget","270"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","315"
"3","30.04.2024","Commission","Commission for Florian Hahn, 3 %  ","3096"
"3","30.04.2024","Commission","Commission for Arnim Schmidt, 3 %  ","4391"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Mid-Up","45"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Premium","45"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Premium","90"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Kid Bikes / Mid-Low","90"
"3","30.04.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"3","30.04.2024","Marketing Campaign","Marketing Campaign [52]: Sport Shirt Sponsoring","5000"
"3","30.04.2024","Commission","Commission for Marcus Friedrich, 3 %  ","734"
"3","30.04.2024","Commission","Commission for Sabine Meyer, 3 %  ","1830"
"3","30.04.2024","Commission","Commission for Markus Beck, 3 %  ","2244"
"3","30.04.2024","Commission","Commission for Peter Meier, 3 %  ","2582"
"3","30.04.2024","Monthly Rent","Rent for Store","13000"
"3","30.04.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","30.04.2024","Marketing Campaign","Marketing Campaign [45]: Free Bike Check","1500"
"3","30.04.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"3","30.04.2024","Marketing Campaign","Marketing Campaign [53]: Sponsoring on web sites and local influencers","3000"
"3","30.04.2024","Marketing Campaign","Marketing Campaign [55]: Smartphone Holder Handlebar as giveaway","3500"
"3","30.04.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"3","30.04.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","30.04.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","30.04.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","30.04.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","30.04.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","30.04.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","30.04.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","30.04.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","30.04.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","30.04.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Low","90"
"3","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Budget","180"
"3","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Budget","180"
"3","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","225"
"3","29.02.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"3","29.02.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","29.02.2024","Commission","Commission for Arnim Schmidt, 3 %  ","1184"
"3","29.02.2024","Commission","Commission for Marcus Friedrich, 3 %  ","1808"
"3","29.02.2024","Additional Procurement Costs","Additional Procurement Costs for E-Bikes / Budget","45"
"3","29.02.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Budget","45"
"3","31.01.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","31.01.2024","Commission","Commission for Florian Hahn, 3 %  ","42"
"3","31.01.2024","Commission","Commission for Sabine Meyer, 3 %  ","72"
"3","31.01.2024","Commission","Commission for Markus Beck, 3 %  ","137"
"3","31.01.2024","Commission","Commission for Peter Meier, 3 %  ","150"
"3","31.01.2024","Commission","Commission for Arnim Schmidt, 3 %  ","285"
"3","31.01.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","31.01.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","31.01.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","31.01.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","31.01.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","31.01.2024","Monthly Rent","Rent for Store","13000"
"3","31.01.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","31.01.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","31.01.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","31.01.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","31.01.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","31.01.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"3","31.01.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"3","31.01.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","31.01.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","31.01.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","31.01.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","31.01.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","31.01.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"3","31.01.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","31.01.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Low","45"
"3","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Budget","135"
"3","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Budget","135"
"3","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Budget","225"
"3","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for E-Bikes / Budget","360"
"3","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","450"
"3","31.08.2024","Commission","Commission for Arnim Schmidt, 3 %  ","459"
"3","31.08.2024","Commission","Commission for Marcus Friedrich, 3 %  ","924"
"3","31.08.2024","Commission","Commission for Sabine Meyer, 3 %  ","1415"
"3","31.08.2024","Commission","Commission for Markus Beck, 3 %  ","2343"
"3","31.08.2024","Commission","Commission for Peter Meier, 3 %  ","2487"
"3","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","45"
"3","31.08.2024","Monthly Rent","Rent for Store","13000"
"3","31.08.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","31.08.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"3","31.08.2024","Marketing Campaign","Marketing Campaign [53]: Sponsoring on web sites and local influencers","3000"
"3","31.08.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"3","31.08.2024","Commission","Commission for Florian Hahn, 3 %  ","338"
"3","31.08.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"3","31.08.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","31.08.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","31.08.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","31.08.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","31.08.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","31.08.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","31.08.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","31.08.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","31.08.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","31.08.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","31.08.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","31.08.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","31.08.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"13","31.07.2024","Monthly Rent","Rent for Store","12000"
"13","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","90"
"3","31.07.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","31.07.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","31.07.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","31.07.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","31.07.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"3","31.07.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","31.07.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","31.07.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"3","31.07.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for E-Bikes / Budget","900"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Budget","1080"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","1575"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for E-Bikes / Budget","1710"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Kid Bikes / Budget","360"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","405"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Mid-Low","495"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Budget","495"
"3","30.11.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","30.11.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","30.11.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","30.11.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","30.11.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"3","30.11.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","30.11.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","30.11.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"3","30.11.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","31.10.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","31.10.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","31.10.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","31.10.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","31.10.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","31.10.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","31.10.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","31.10.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","31.10.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","31.10.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"3","31.10.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","31.10.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","31.10.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","31.10.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"13","30.09.2024","Monthly Rent","Rent for Store","12000"
"13","30.09.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","45"
"13","30.09.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","90"
"13","30.06.2024","Monthly Rent","Rent for Store","12000"
"13","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Premium","45"
"13","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","135"
"13","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","225"
"13","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","360"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Budget","630"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","810"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Kid Bikes / Mid-Low","135"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Mid-Up","135"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Budget","585"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Budget","945"
"3","31.12.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","31.12.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","31.12.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","31.12.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","31.12.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","31.12.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","31.12.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","31.12.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"3","31.12.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","31.12.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","31.12.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"13","31.05.2024","Monthly Rent","Rent for Store","12000"
"13","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Premium","45"
"13","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","135"
"13","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","225"
"13","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","450"
"3","30.11.2024","Commission","Commission for Sabine Meyer, 3 %  ","366"
"3","30.11.2024","Commission","Commission for Markus Beck, 3 %  ","404"
"3","30.11.2024","Commission","Commission for Peter Meier, 3 %  ","431"
"3","30.11.2024","Commission","Commission for Florian Hahn, 3 %  ","472"
"3","30.11.2024","Commission","Commission for Arnim Schmidt, 3 %  ","732"
"3","30.11.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","30.11.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","30.11.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","30.11.2024","Monthly Rent","Rent for Store","13000"
"3","30.11.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","30.11.2024","Commission","Commission for Marcus Friedrich, 3 %  ","107"
"3","30.11.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","30.11.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","30.11.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","30.11.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"3","30.11.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","30.11.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","30.11.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","30.11.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for E-Bikes / Budget","540"
"13","31.10.2024","Monthly Rent","Rent for Store","12000"
"13","31.10.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","45"
"13","31.10.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","90"
"3","31.05.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"3","31.05.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","31.05.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","31.05.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","31.05.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","31.05.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"3","31.05.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","31.10.2024","Commission","Commission for Peter Meier, 3 %  ","675"
"3","31.10.2024","Commission","Commission for Arnim Schmidt, 3 %  ","1069"
"3","31.10.2024","Commission","Commission for Sabine Meyer, 3 %  ","1094"
"3","31.10.2024","Commission","Commission for Florian Hahn, 3 %  ","1208"
"3","31.10.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","31.10.2024","Monthly Rent","Rent for Store","13000"
"3","31.10.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","31.10.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"3","31.10.2024","Commission","Commission for Marcus Friedrich, 3 %  ","216"
"3","31.10.2024","Commission","Commission for Markus Beck, 3 %  ","273"
"3","31.10.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","31.10.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"3","31.10.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","31.10.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","31.10.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","30.09.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","30.09.2024","Additional Procurement Costs","Additional Procurement Costs for E-Bikes / Budget","45"
"3","30.09.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Budget","45"
"13","30.04.2024","Monthly Rent","Rent for Store","12000"
"13","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Premium","45"
"13","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","90"
"13","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","180"
"13","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","360"
"Rosenheim","31.12.2024","Commission","Commission for Arnim Schmidt, 3 %  ","602"
"Rosenheim","30.11.2024","Monthly Salary","Monthly Salary for Andreas Miller, Mechanic, 0 %  ","417"
"Rosenheim","30.11.2024","Monthly Salary","Monthly Salary for Melanie Gabler, Student Assistant, 0 %  ","417"
"Rosenheim","30.11.2024","Monthly Salary","Monthly Salary for Helene Mauser, Cleaner, 0 %  ","458"
"Rosenheim","30.11.2024","Monthly Salary","Monthly Salary for Gerhard Winkler, Salesman, 3 %  ","2500"
"Rosenheim","30.11.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2500"
"Rosenheim","30.11.2024","Monthly Salary","Monthly Salary for Klaus Weber, Mechanic, 0 %  ","2500"
"Rosenheim","30.11.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Rosenheim","30.11.2024","Monthly Salary","Monthly Salary for Katharina Vogel, Salesman, 3 %  ","3167"
"Rosenheim","30.11.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Rosenheim","30.11.2024","Monthly Social Costs","Social Costs for Andreas Miller","63"
"Rosenheim","30.11.2024","Monthly Social Costs","Social Costs for Melanie Gabler","63"
"Rosenheim","30.11.2024","Monthly Social Costs","Social Costs for Helene Mauser","160"
"Rosenheim","30.11.2024","Monthly Social Costs","Social Costs for Gerhard Winkler","875"
"Rosenheim","30.11.2024","Monthly Social Costs","Social Costs for Jan Peters","875"
"Rosenheim","30.11.2024","Monthly Social Costs","Social Costs for Klaus Weber","875"
"Rosenheim","30.11.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Rosenheim","30.11.2024","Monthly Social Costs","Social Costs for Katharina Vogel","1108"
"Rosenheim","30.11.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Rosenheim","30.11.2024","Monthly Rent","Rent for Store","10800"
"Rosenheim","30.11.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"Rosenheim","30.11.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"Rosenheim","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Mid-Low","45"
"Rosenheim","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Up","45"
"Rosenheim","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","90"
"Rosenheim","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Mid-Low","90"
"Rosenheim","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Low","180"
"Rosenheim","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Mid-Up","225"
"Rosenheim","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","270"
"Rosenheim","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Budget","315"
"Freiburg im Breisgau","31.10.2024","Monthly Social Costs","Social Costs for Susanne Neuhard","758"
"Freiburg im Breisgau","31.10.2024","Monthly Social Costs","Social Costs for Jan Peters","817"
"Freiburg im Breisgau","31.10.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Freiburg im Breisgau","31.10.2024","Monthly Social Costs","Social Costs for Markus Seibert","992"
"Freiburg im Breisgau","31.10.2024","Monthly Social Costs","Social Costs for Matthias Schwab","1021"
"Freiburg im Breisgau","31.10.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Rosenheim","31.05.2024","Monthly Salary","Monthly Salary for Andreas Miller, Mechanic, 0 %  ","417"
"Rosenheim","31.05.2024","Monthly Salary","Monthly Salary for Melanie Gabler, Student Assistant, 0 %  ","417"
"Rosenheim","31.05.2024","Monthly Salary","Monthly Salary for Helene Mauser, Cleaner, 0 %  ","458"
"Rosenheim","31.05.2024","Monthly Salary","Monthly Salary for Gerhard Winkler, Salesman, 3 %  ","2500"
"Rosenheim","31.05.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2500"
"Rosenheim","31.12.2024","Monthly Salary","Monthly Salary for Andreas Miller, Mechanic, 0 %  ","417"
"Rosenheim","31.12.2024","Monthly Salary","Monthly Salary for Melanie Gabler, Student Assistant, 0 %  ","417"
"Rosenheim","31.12.2024","Monthly Salary","Monthly Salary for Helene Mauser, Cleaner, 0 %  ","458"
"Rosenheim","31.12.2024","Monthly Salary","Monthly Salary for Gerhard Winkler, Salesman, 3 %  ","2500"
"Rosenheim","31.12.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2500"
"Rosenheim","31.12.2024","Monthly Salary","Monthly Salary for Klaus Weber, Mechanic, 0 %  ","2500"
"Rosenheim","31.12.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Rosenheim","31.12.2024","Monthly Salary","Monthly Salary for Katharina Vogel, Salesman, 3 %  ","3167"
